id,author,description
822,@Cah..bentochanel,Nanti klo ketangkep nagis trs minta mf dasar manusia kerdil
823,@PakBinmas25,Abc dari heinz sams juga produk yahudi...sebaiknys gantu pake kecap sedap
824,@user-xn3tm3mz2s,ruwet postingan ne
825,@bowo1518,Ini dr zaman bohela baru di update
826,@MuhammadIlhamAlfianu,Paansih
827,@user-jg9pq2tc5q,"Cara boikot yg paling jitu adalah borong semua produk Israel lalu buang ke laut. Biar pabriknya kewalahan produksi akhir tutup,, hahahaha.!!!!!!"
828,@Rahmatsantuy27q,Mubazir beli aja produknya kan dah di beli oleh warung atau minimarket hasil ke warung setelah tutup penyaluran produk zionis gitu anak
829,@bangfadli3302,Apa kah negara kita GK punya produk 1 pun sama sekali
830,@budiarto2507,Harusnya tugas yg berwenang tahan keuntungan dari orang Israel/amerika yg ada saham di Indonesia.
831,@rezamohammadzain1794,"Yang punya mobil jual atau buang aja, sasisnya dari israel itu wkwkwk. Haduh boy boy"
832,@Tukangjajanofficial,"Kalau kalian mau boikot..harusnya semua doang...jangan pilih""... Semua medsos juga di boikot kalau benar mau boikot...pikirkan juga karyawan"" di indonesia...kalau mereka nganggur yang ada kejahatan di indonesia merajalela dan tingkat kemiskinan makin tinggi % nan nya... Dukung kan bisa dengan cara berdo\'a dan donasi..."
834,@sadamraham13,#SavePalestine
835,@MamatRuhimat-sw8oz,pabrik yang harus seto
836,@gocensiong7311,"Menggap orang2 palestina bagaikan saudara,tapi menggap saudara2 kandung sendiri,saudara 1 bangsa seperti orang israel,cuaaksss"
837,@pairjon713,Pada lebay intinya
838,@giasgian7268,Kenapa di aplutnya tahun 2023 kan rugi udah beli mahal mahal ko di buang kaka aja yang ganti rugi kan sayang di buang palingan kaka juga dulu pernah palingan kaka juga ada dirumah kan jangan bohong kalau bohong aku laporin kamu ke polisi lain kali jangan di aplot sekarang dari dulu kenapah sekarang dasar pendusta
839,@InterMilan-to9of,"Bukan produk ny aj yg di boikot,, Muslim Yg kerja di perusahaan ato pabrik nya juga harus keluar.. 👍"
840,@InterMilan-to9of,nnti yg gaji pegawai ato pekerja siapa??
841,@garongsubarjo3441,"Emng orang muslim bela palestina buat support muslim doang ya ? Gw orang muslim bela palestina gk mengatasnamakan agama muslim tapi hak asasi manusia karna korbannya gk cuman islam tapi yahudi dan kristen di palestina bnyak yg jadi korban . Camkan tuh, inget orang muslim itu solidaritasnya kuat mau itu bela umatnya sendiri atau bukan umatnya . Dibanding umat lu yg gk punya hati, untung umat lu di sini minoritas klo umat lu mayoritas ya bakal melakukan hal2 keji dan otak pemikirannya penuh kekejaman ."
842,@InterMilan-to9of,@@garongsubarjo3441 om ga usah main medsos ato buka internet yg hampir rata2 punya orang yahudi..
843,@windywahyu4686,maaf apakah boikot seperti ini bisa menyelesaikan masalah untuk Palestina? atau menambah masalah untuk rakyat Indonesia juga seperti Nestle itu produk susu yang kebanyakan digunakan rakyat Indonesia juga. boikot beberapa produk yang mendanai Israel boleh2 saja tapi pikirkan solusi untuk rakyat Indonesia yang mungkin mencari rezeki atau berkebutuhan hidup dari beberapa pabrik produk tersebut jangan sampai kita bisa membantu negara lain tapi menambah masalah dinegara sendiri. saya yakin palestina akan merdeka karena itu sudah janji Allah SWT
844,@ZT571,Bodohhh..
845,@Pappy_Happy,TOLOL
846,@akbarbarbossa689,Gua pedagang warung gua jual semua produk yang katanya di boikot gua freee palesttina tapi intinya kalo gua gk dagang prsuk yang katanya sedang di boikot bukankah keluarga kita lebih dari di boikot
847,@tradingprofit8231,Produk Indonesia mana atuhhh
848,@kapantenar225,Wahhh..israel hebat juga ternyata.. hampir produk tersebut yg selalu dibanggakan di indonesia
849,@aliwafa1264,"Setau aku selama barang tersebut, diproduksinya diindonesia, dan pemilik sahamnya, adalah orang yg bukan keturunan Israel, itu sah-sah saja... Kita beli... Lebih bijakk"
850,@abdulkhamid775,Grab juga yg punya pendukung israel
851,@hamzahyahya5272,"Ayo pejuang kemanusiaan manusia bondong boikot produk saham Zionis, lemahkan mereka di sektor pemasukan ekonominya. Smoga Allah berikan kita pahala walau sekecil biji dzarrahpun. Rewako Palestina.."
852,@dananggates1929,"hp nya kenapa ga di boikot juga ya, termasuk barang"" elektronik lainya, emang bisa hidup tanpa elektronik?"
853,@LiaUlfah-zr9up,Sok tahu
854,@budip7799,Emang apa ja sih prosuk israel itu?
856,@AromaCake-tq7ls,"Di saat Ganjar menolak tim Israel dia di buli seluruh indonesia.. kini saudara"" sudah melihat sendiri kan betapa kejam,a Israel"
857,@farisgt3065,Emangya timnas israel mau bawa ak47 bro di stadionnya?
858,@rafirafi5027,Kak saya hanya bilanh ABC juga gak biasa kak😊
859,@zainarif5439,"Cetho label halal e 😂,mak bendunduk produk israel😅😅😅😅,"
860,@abdulkholik5425,AQUA produksi nya di Pandaan Pasuruan bos bukan Israel
861,@nijmentertainment,ternyata barang2 yg sangat sering kugunakan dari prdk Israel tapi aku belum siap mengganti barang2 itu karena dari dulu sampai kini selalu digunakan 😭😭😭
862,@sukarto8983,Video di rumahnya bukan dikeranjangin
863,@muhammadarrizalzalzalah7982,Itumah bukan bokioy israel tapi boikot rakyat indo .. tolol bet wkwkeke terus misal kalo ada royko sariwangi di warung warung mau lu biarin kagak laku ? Mikir si pencari naflah yg gak tau apa apa .. masalah negara jangan disangkut pautkan dengam tatakrama
864,@sutartosutarto3959,Apakah daun teh dan airnya impor dari israel?
865,@aanzoniaulia2608,mama lemon produk yg di lisensi oleh lion jepang.dan jepang dukung israel
866,@risqifauzi1470,Boikot boikot kontol 😂😂 pantes aja kagak maju maju ideologinya hanya sebagain doang yg paham wkwkw percuma juga itu kecap bango emg udah banyak peminatnya dan gak gampang nyari kecap yg rasanya udah pas dilidah
867,@user-qi6ku3jj5w,Orio kan bukan dari isrel😮😮😮😮
868,@ulmanurhappy,Terimakasih infonya
869,@jambrongkandi672,Harusnya barang yang baru dateng yg si stop. Bukan yg sudah beredar.
870,@pitherceck6513,"Ini lah ciri"" pelanggan bodoh, mui tidak pernah mengeluarkan daftar list produk yg di boikot, 😂😂😂"
871,@user-qe3xx7bm2e,kasihan tau bayak yg di phk tar yang kerja di pt pt tersebut bukalah mata kalian ini cara yg bayak rugikan pihak lain
872,@kukuhdwipramono4250,Rip sdm
874,@jajangyuli8481,Ngikut aja gue mh 😂
875,@wotindonesiabinjai2085,Kasihan yg kerja di pabrik indo tersebut
876,@MONASCHANNEL10,"Hal sepele tapi berarti bagi mereka yg terdzolimi. Sudah daerah sya warung,toko mulai mereka tidak menyetok barang ANJING ISRAEL, bila perlu yg masih dukung israel ku sikat"
877,@Harley_official_382,Kasian
878,@dhianmrttech7227,Aqua kok bisa Israel ya. Maaf tanya
879,@Blitzzb,Bodoh.... boikot itu justru teroris dalam negara sedang memanfaatkan moment untuk memperburuk kondisi eķonomi dalam negeri 🤣🤣🤣🤣🤣 kalian bacod boikot² msh pke aja itu teknologinya 🤣🤣🤣🤣 byk yg tolol orang indonesia dalam menanggapi israel vs palestina... sedangkan diluar sana orang² isis yg sudah balik di indonesia pada tepuk tangan dengan aksi boikot kalian 🤣🤣🤣🤣🤣🤣🤣 ....
880,@G33..73,Google punya bill gates keturunan yahudi keturunan israel Whats app punya mark zucernberg orang yahudi keturuan israel Kalian bisa boikot gak ? Kita ini kaum cuma kaum gede cocot tapi gk punya keahlian wkwkwk
881,@haryjoz6115,Mang masih ampuh apa fatwa MUI
882,@heri_ft,"kata dedi crbuzr youtube produk israel,trmasuk admin ayo tutup akun!hapus aplikasi!.."
883,@user-ed5dl1pb7y,Hahahah dasar munafik sudah mendarah daging dalam tubuh sudah dari dulu di pake sudah dari dulu di konsumsi produk2 tersebut kenapa baru sekarang di boikot wkwkkw kadrun memang munfik
884,@tambunan8218,Lahkan royko dari Indonesia kecap juga dari Indonesia
885,@hanipan38,Hah sunlight pnya israel??
886,@maulanazain1962,Klo sampe pabrik bangkrut trs mereka yg d ind mau krj dmn...dmn pikiran kalian...bukan begini crnya bro...
887,@Iqbalrizki123,"Gak ngaruh sih,,,! Ini mah efek gak berani satu lawan satu.mental cemen"
888,@henrylondo8453,"biar warga Indonesia banyak yang menganggur, apalagi akan ada pesta demokrasi maka boikot saja produk yg notabene banyak warga yg menjadi buruh di pabrik2 yg produknya di boikot. TAPI INGAT DARI BULAN SEPTEMPER 2023 SAMPE BULAN OKTOBER 2023 JUMLAH IMPORT INDONESIA DARI ISRAEL NAIK.. PEMBELIAN MESIN PESAWAT.. PERSENJATAAN, BAHAN KIMIA DAN PERTANIAN.. kalo pabrik tutup banyak PHK maka.kejahatan akan meningkat jangan sampe Palestina pindah di bumi NKRI (perang saudara)"
889,@ibramrulian9516,Loh oreo kan dari amerika
890,@kikimarli4069,"Heh halo iklan indo, pembuat orang indo,ada di indo,lah terus kenapa pak Jokowi membiar kan barang itu iika itu adalah barang Israel aneh😊"
891,@dindinriana7674,Keren semoga seumur hidup
892,@ranggakusuma5754,"Saya dulunya pakek shampo headshoulders Skrg beralih ke produk shampo indo seperti natural, emeron, wardah Lagian klo gk dari skrg dan kita yg beli dan memajukan produk lokal. Siapa lagi ? Mau kapan lagi ? Mulai dari aku sendiri dari shampo pakek produk lokal, makanan dan minuman juga produk lokal bahkan minuman isi ulang yg air dari tanah Indonesia bukan beli produk dari pabrik aqua Klo gk dimulai dari sekarang mau kapan lagi terus bergantung produk barat ?......"
893,@senantiasa6173,Spertinya itu bagus untuk produk lokal kenapa tidak dr dulu Ternyata produk pilihan masyarakat indo dari dulu produk israil Naas sekali produk local sampai kalah
894,@RES70728,"Hati"" ....takut ada org yg mencari cari atas momen ini...semata"" memang cari keuntungan pribadi dalam persaingan pasar ..."
895,@Faozi_official,bagaimana dg nasib para karyawan pabriknyaaa...anak2 mereka ...
896,@bomberx7300,"Boikot itu, buang produk israel yang di stok di store seluruh indonesia,stop pemasukan barang, tutup usahanya , barang yang gak laku di kasih diskon pasti di serbu juga 😂, cuma modal omdo, kalau kaya gitu macam bocil 😂"
897,@itzie_rbx,Kalau kita stop produksi terus kita makan apa hah aku ngerti itu dukung Israil tapi tdk papa selera orang beda 2
898,@beriyanuswarasiberiwarasi240,"Kebodohan indonesia terletak pada pujian yg begitu tinggi,dan kebodohan ke dua adalah terletak pada fatwa yg dia bikin sendiri dan di mabuk agama."
899,@sigitreyferel1792,Persaingan yang tidak sehat kasihan para karyawannya menguntungkan para kompetitornya
900,@aroraaurora6786,"Lanjutkan... Israel bisa bangga dg kebiadaban nya karena merasa punya pendukung dan kekuasaan, khususnya ekonomi buat bikin senjata pemusnah massal dan bayar media"
901,@kucingmeonglucu-meowfunnyc183,"Cukup kita beedo\'a ada rezeki kita kirim kan untuk Palestina, kita cinta gk usah berlebihan,, gk ingat yg buat video ini, berapa bnyk akan jadi phk, produk lain akan naik warganya,, klau bisa buat video fikirkan pikirkan saudara kita untuk mencari rezeki. Cepat sadar yg buat video, yg selalu baikot"
902,@rifkydarius5532,"Apa sih cuma gr gr dri israel, kalian terlalu ikut campur dgn urusan orng lain. Apalagi begitu rasis nya dgn israel gr gr palestina dibagian gaza dibom, bkn berrti barang yg berasal dri israel kita tdk boleh pakai. Ckckkckckckckk Kasian nya boleh tp tdk dgn sampai bgtu lh"
903,@vincentvallen1960,"Pffftttt kalau lu memang ada rasa kemanusiaan ga bakalan komen kek orang idiot gini,itu udah bukan urusan agama tapi urusan kemanusiaan ,negara orang yg di genosida,kalau lu di posisi mereka bakaln gimana,kalau pengetahuan masih minim dan juga masih jadi wibu bau bawang mending jangan komen2 deh malah nunjukin ke idiotan lu"
904,@rifkydarius5532,"@@vincentvallen1960 kalau tau ini komentar yg idiot ngapain dijwb, sm aj idiot . Semua orng bisa berkomentar dan berpendapat . Ngomongin orng idiot g sdr diri . PAOK Klo kau sipaling kasihan . Udh demo aj kau ke palestina bagian gaza biar di bom"
905,@putraaner5336,👍👍benar kasi boikot setiap barangan israel jgn ada 1 pun yg di jual di dlm negara islam..mulai skrg kita kena belajar guna barang2 buatan kita sendiri..jgn biar kn saudara2 kita di palastin menderita kerana kita..kasi boikot semua barangan israel .
906,@calonpegawaiyoutube413,teruslah boikot sampai bapakmu di phk tanpa pesangon..😂😂
907,@calonpegawaiyoutube413,teruslah boikot sampai bapakmu di phk tanpa pesangon..😂😂
908,@bluwerbluwer6407,"cmn Sangar Di awal Aja,,Ntr Gak Boikot Lagi😂 Boikot Kok Pilih2😂Produk Iphone dan Apps Whatsap kok Gak Di Boikot😂😂"
909,@faisalhock599,Pokoknya jgn beli produk dri unilefer aja
910,@muhammadaden5541,"Palestina Israel adalah takdir Allah, hanya Allah yng tau kapan palestna Israel berakhir karna Allah sudah menjanjikan untuk palestna dn israel"
911,@fhanisujianto8870,Banyak ternyata brang2 nya😢
912,@ratnaayu-gd2vi,"_""Kelamaan ngandalin Pemerintah, langsung boikot Nastle, Dancow, McDonald\'s dan antek-anteknya...""_"
913,@renggasaputra2123,Darimana kita tau itu produk israel?
914,@triyatno4628,Maaf palestina barang nya di rumah ku
915,@fatimahzahira12,Sprite Coca - cola Iphone Fanta Aqua Dan saya ingin bertanya apakah sabun zen dari zionis
916,@Wyn_Vlog,Aqua? Sunleq sma mama lemon produk Japanese sekutunya Israel 😅😅😅😅
917,@ALYACAT74STrCH,"Pembela agama yg satu ini suka main boikot², apakah konsep berfikirnua begitu merespons konflik dunia, BIJAKLAH kalian beragama!"
918,@trilutfi2200,"Saya umat islam....saya jga mendukung palestina...tpi gak gitu cara.a jga...kasian yg jualan2..apa pgi penjual kcil...mereka emng tau itu produk israel apa gak.a...situ jga mungkin sma... Logika aja...semisal smua produk di klaim bahwasanya...smua produk makanan,minuman smua itu dari israel...apakah situ mau beli?trus apa situ jga gak mau makan? Emng tubuh kita gak btuh nutrisi?atau asupan? Berfikir lebih cermat lagi y...jngan asal post gitu...apa kmu gak ksian sma yg lain...mayoritas yg jualan jga beragama islam...apakah kmu gak ksian sma sodara kmu jga yg dagangan.a gak laku karna postingqn kmu ini?"
919,@posjoker4542,saya sejak 2018 sudah berusaha semampunya sekarang Alhamdulillah sudah banyak yang sadar meskipun ada kontra mari kita hormati pendapat masing2
920,@skynet4790,"Wah wah parah ini, itu kan produk indonesia"
921,@ramaxnonok2012,"Ambil sisi positifnya aja bree Yah emang bakal banyak pemecatan masal dan banyak pengangguran klo bikot ini berlanjut , TAPI degan ad boikot ini usaha dan brand brand lokal bisa bersaing dan berkembang , sehingga lapangan pekerjaan terbuka lebar , So jgan menyimpulkan sesuatu dari satu sudut pandang , Krn setiap tindakan juga bukan di pilih/di lakukan tanpa ad perkiraan. #FREEPALESTINA #LAKNATISRAEL"
922,@mipol1233,"Yang membuat video terhasut oleh berita hoax tanpa mencari kebenaran nya dulu dan logikanya seperti ini,jika ada produk Israel kenapa ko gak dilarang dari dulu???"
923,@hambaallah85884,"Yang merk ABC itu juga di boikot mau sarden abc,kecap abc sama aja,mereka dari pabrik Kraft corp"
924,@adamzaidancandra3363,Kalau produk israel kenapa di impor ke indo
925,@adamzaidancandra3363,Hei itu semua bukan prduk israel aqua juga bukan ada tulisan bangga buatan indonesia
926,@adamzaidancandra3363,Kalau produk israel napa di impor di indo
927,@adit8829,"Tpi klo untuk skrng mungkin agak merugikan negara jga, kan barangnya udh bayar tuh, klo boikot ya berarti negara tinggal larang aja produk is real msuk indo"
928,@duniarti9260,Semuanya bukan produk dari Israel jangan sok tau semuanya produk dari negara Indonesia
929,@DodiDwinanto-gq1gn,Maaf smwnya bukannya MUI ga mengeluarin daftar produk2 yg harus diboikot Jadi keknya peelu dipelajari lagi mana produl asli indonesia ( tanpa prosuk terrafiliasi israel atw sekutunya) dgn produk yerafiliasi israel
930,@rudysetiawan4903,Sy dukung palestina tp saya tdk mau boikot produk israel di indonesia kenapa banyak rakyat kita yg bekerja di perusahaan itu orang islam juga menyekolahkan anak anaknya dan mencari Nafkah siapa yg bertanggung jawab terhadap kehidupan mereka.
931,@RaaEditzz.,Yaelah palingan sm ajamsuk perut jadi tai atau air kencing alay bet
932,@AryaProducton,Bukannya mamalemon dari perusahaan Jepang yah.?
933,@nurhanah6773,"Mohon maaf sebenarnya tidak harus begitu,karna mengganggu orang kerja,dan coba engkau menjadi penjualnya kalian akan merasakn yang diaraskan,jadi membeli barang tidak harus melihat dari siapa negara yang membuatnya,Dia sudah jalan jauh,hargailah yang menjualnya"
934,@user-kb4kv9py2n,Ni orng ngeboikot atau nge promosi sih 😭😭
935,@pakcek.7310,PRODUK UNILEVER SMUA BAHHH
936,@retnoahmad1193,Kalo hatinya dah tertutub..janganlah itu makanan dan produk gak punya salah gak punya dosa disangkut pautkan..ngajie kurang jeru....karena itu buat kemasalakatan orang banyak pabriknya jg diindonesia yg kerja jg orang indonesia..yg bersengketa kan di daerah yerusalem...
937,@WhyYouLookAtMyProfilePicture,Tapi oreo jajan kesukaan ku :(
938,@BORINGEDIT,Sering kadang kadang disuruh emak beli ryko
939,@AssifaAzzarah,Free Palestine 🇵🇸🇵🇸🇵🇸
940,@hansyadakwah94,Kecap ABC juga dari Israel
941,@user-ok8fi6xp3n,Itu ada juga dari Indonesia liahat aja ada logo halalnya
942,@alvimangultom1531,Tolol
943,@aryadarmaputra10,"Produk Ga salah selagi halal,Yang Salah Manusianya !"
944,@user-go3qu9qy2j,lebay alay.. banyakan nonton drama
945,@foxtundergems3121,aqua indo bang lu sdm tinkat rendah kah?
946,@turminimini4896,tpi produk yahudi kok bagus dn bnyak yg cocok
947,@adityawira9991,"kecap ABC boikot,coca cola boikot, sprite boikot, kecap Bango boikot,oreo boikot,teh Sariwangi boikot,sunlight boikot, Royco boikot, Nescafe boikot produk Israel semua masih ada lagi masih banyak yang boikot jangan dibeli produk Israel 👎👎🇮🇱🇮🇱"
948,@user-gt3pm6sb7t,"kalau gak beli itu sama dengan perjuangin palestina?? kenapa gak sekalian aja ikut perang jelas menolong... heran sama orang indo kadang"".."
949,@beltrandanata4012,Mikir apa warga indonesia ni kocak kocak
950,@iinkembar6416,bodoh kali itu kan sama aja
951,@COUNTRYOFINDONESIA,"Abc bukannya produk Israel juga ya? Karena abc dibuat sama pt heinz, dan heinz itu ngedukung israel"
952,@mahfudianwar3226,itu smya produk UNILEVER kan
953,@Le_Minerale,ABC diboikot bg -_-
954,@RIZKY_2525,Bg kalo gua cerita ke emak gua begini auto indomaret nyah berantakan
955,@ibnuseptiyanto,waton
956,@Yazavaboys-ie6yj,"Mending nyumbang sesuatu buat Palestine, acara boikot "" Gitu nda berasa ke Israel, yang ada perusahaan nanti rugi, kawan"" Kita kena Phk yg mumet Pemerintah lagi.."
957,@Jeky77,"Bagi saudara2 yg bekerja diproduk produk yg diboikot semoga berlapang dada, banyakin istighfar dan sholat. Anggap aja yg menyeruhkan boikot itu orang2 yg ga punya otak😂"
